artist,bron_collectie,bron_listing_urls,detail_checked_at,detail_opmerking,detail_status,drager,ean,line_number,mogelijk_2e_hands,prijs,product_handle,reason,title,url,url_listing
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=36,2026-03-12 21:43:01,,ok,LP,0602567485957,77,NEE,"34,95",florence-the-machine-high-as-hope-lp,missing_artist_after_inference,Florence + the Machine High As Hope,https://bobsvinyl.nl/products/florence-the-machine-high-as-hope-lp,https://bobsvinyl.nl/products/florence-the-machine-high-as-hope-lp
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=40,2026-03-12 21:43:02,,ok,LP,5400863009335,83,NEE,"19,95",glints-bugatti-gold-veins-lp,missing_artist_after_inference,Glints Bugatti / Gold Veins,https://bobsvinyl.nl/products/glints-bugatti-gold-veins-lp,https://bobsvinyl.nl/products/glints-bugatti-gold-veins-lp
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=53 | https://bobsvinyl.nl/collections/nieuwe-lps?page=53 | https://bobsvinyl.nl/collections/nieuwe-lps?page=52,2026-03-12 21:43:10,,ok,2LP,8718469532995,106,JA,"32,95",john-legend-get-lifted-2lp,secondhand,John Legend ‎- Get Lifted,https://bobsvinyl.nl/products/john-legend-get-lifted-2lp,https://bobsvinyl.nl/products/john-legend-get-lifted-2lp
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=65 | https://bobsvinyl.nl/collections/nieuwe-lps?page=65 | https://bobsvinyl.nl/collections/nieuwe-lps?page=64,2026-03-12 21:43:18,,ok,LP,0194399780114,131,JA,"29,95",luke-combs-growin-up-lp,secondhand,Luke Combs ‎– Growin' Up,https://bobsvinyl.nl/products/luke-combs-growin-up-lp,https://bobsvinyl.nl/products/luke-combs-growin-up-lp
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=80 | https://bobsvinyl.nl/collections/nieuwe-lps?page=80 | https://bobsvinyl.nl/collections/nieuwe-lps?page=79,2026-03-12 21:43:35,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,164,NEE,"16,95",ono-machines-that-kill-people-lp,detail_status_not_ok,ONO ‎– Machines That Kill People,https://bobsvinyl.nl/products/ono-machines-that-kill-people-lp,https://bobsvinyl.nl/products/ono-machines-that-kill-people-lp
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=84 | https://bobsvinyl.nl/collections/nieuwe-lps?page=84 | https://bobsvinyl.nl/collections/nieuwe-lps?page=83,2026-03-12 21:43:30,,ok,LP,8719262032873,171,NEE,"29,95",pharoah-sanders-norman-connors-beyond-a-dream-live-at-montreux-jazz-festival-lp,missing_artist_after_inference,Pharoah Sanders & Norman Connors Beyond a Dream (Live At Montreux Jazz Festival),https://bobsvinyl.nl/products/pharoah-sanders-norman-connors-beyond-a-dream-live-at-montreux-jazz-festival-lp,https://bobsvinyl.nl/products/pharoah-sanders-norman-connors-beyond-a-dream-live-at-montreux-jazz-festival-lp
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=85 | https://bobsvinyl.nl/collections/nieuwe-lps?page=85 | https://bobsvinyl.nl/collections/nieuwe-lps?page=84,2026-03-12 21:43:31,,ok,3LP,0198028767118,172,NEE,"69,95",pink-floyd-wish-you-were-here-50th-anniv-3lp,missing_artist_after_inference,Pink Floyd Wish You Were Here (50th Anniv.),https://bobsvinyl.nl/products/pink-floyd-wish-you-were-here-50th-anniv-3lp,https://bobsvinyl.nl/products/pink-floyd-wish-you-were-here-50th-anniv-3lp
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=85 | https://bobsvinyl.nl/collections/nieuwe-lps?page=85 | https://bobsvinyl.nl/collections/nieuwe-lps?page=84,2026-03-12 21:43:31,,ok,BOXSET,0198028767415,173,NEE,"249,95",pink-floyd-wish-you-were-here-50th-anniv-boxset,missing_artist_after_inference,Pink Floyd Wish You Were Here (50th Anniv.),https://bobsvinyl.nl/products/pink-floyd-wish-you-were-here-50th-anniv-boxset,https://bobsvinyl.nl/products/pink-floyd-wish-you-were-here-50th-anniv-boxset
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=87 | https://bobsvinyl.nl/collections/nieuwe-lps?page=87 | https://bobsvinyl.nl/collections/nieuwe-lps?page=85,2026-03-12 21:43:39,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,2LP,,175,NEE,"19,95",prince-hendrik-and-other-members-of-the-royal-family-nature-religion-2lp,detail_status_not_ok,Prince Hendrik And Other Members Of The Royal Family ‎- Nature Religion,https://bobsvinyl.nl/products/prince-hendrik-and-other-members-of-the-royal-family-nature-religion-2lp,https://bobsvinyl.nl/products/prince-hendrik-and-other-members-of-the-royal-family-nature-religion-2lp
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=89 | https://bobsvinyl.nl/collections/nieuwe-lps?page=89 | https://bobsvinyl.nl/collections/nieuwe-lps?page=87,2026-03-12 21:43:33,,ok,,0081227808594,181,NEE,"29,95",randy-newman-trouble-in-paradise-demos-lp-rsd-black-friday-2025,missing_artist_after_inference,Randy Newman Trouble In Paradise: Demos (LP) -RSD Black Friday 2025-,https://bobsvinyl.nl/products/randy-newman-trouble-in-paradise-demos-lp-rsd-black-friday-2025,https://bobsvinyl.nl/products/randy-newman-trouble-in-paradise-demos-lp-rsd-black-friday-2025
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=92 | https://bobsvinyl.nl/collections/nieuwe-lps?page=92 | https://bobsvinyl.nl/collections/nieuwe-lps?page=91,2026-03-12 21:43:36,,ok,"10""",8720693688270,186,NEE,"23,95",roufaida-10,missing_artist_after_inference,Roufaida -,https://bobsvinyl.nl/products/roufaida-10,https://bobsvinyl.nl/products/roufaida-10
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=98 | https://bobsvinyl.nl/collections/nieuwe-lps?page=98 | https://bobsvinyl.nl/collections/nieuwe-lps?page=97,2026-03-12 21:43:37,,ok,2LP,0198028861717,192,NEE,"32,95",sly-the-family-stone-sly-lives-aka-the-burden-of-black-genius-lp,missing_artist_after_inference,Sly & the Family Stone Sly Lives! (Aka the Burden of Black Genius),https://bobsvinyl.nl/products/sly-the-family-stone-sly-lives-aka-the-burden-of-black-genius-lp,https://bobsvinyl.nl/products/sly-the-family-stone-sly-lives-aka-the-burden-of-black-genius-lp
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=104 | https://bobsvinyl.nl/collections/nieuwe-lps?page=104 | https://bobsvinyl.nl/collections/nieuwe-lps?page=103,2026-03-12 21:43:51,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,207,NEE,"19,95",tangerines-into-the-flophouse-lp,detail_status_not_ok,Tangerines ‎– Into The Flophouse,https://bobsvinyl.nl/products/tangerines-into-the-flophouse-lp,https://bobsvinyl.nl/products/tangerines-into-the-flophouse-lp
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=112 | https://bobsvinyl.nl/collections/nieuwe-lps?page=112 | https://bobsvinyl.nl/collections/nieuwe-lps?page=110,2026-03-12 21:43:48,,ok,LP,0614427802071,225,NEE,"32,95",theo-croker-sullivan-fortner-lp,missing_artist_after_inference,Theo Croker & Sullivan Fortner -Play -Green-,https://bobsvinyl.nl/products/theo-croker-sullivan-fortner-lp,https://bobsvinyl.nl/products/theo-croker-sullivan-fortner-lp
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=119 | https://bobsvinyl.nl/collections/nieuwe-lps?page=119 | https://bobsvinyl.nl/collections/nieuwe-lps?page=117,2026-03-12 21:43:59,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,234,NEE,"19,95",various-its-boss-man-vol-2-lp,detail_status_not_ok,Various ‎– It's Boss! Man! Vol. 2,https://bobsvinyl.nl/products/various-its-boss-man-vol-2-lp,https://bobsvinyl.nl/products/various-its-boss-man-vol-2-lp
,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=123 | https://bobsvinyl.nl/collections/nieuwe-lps?page=123 | https://bobsvinyl.nl/collections/nieuwe-lps?page=122,2026-03-12 21:43:53,,ok,LP,8714374966603,241,NEE,"28,95",yorick-van-norden-lp,missing_artist_after_inference,Yorick van Norden -,https://bobsvinyl.nl/products/yorick-van-norden-lp,https://bobsvinyl.nl/products/yorick-van-norden-lp
69 Charger,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps,2026-03-12 21:44:06,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,"7"" Single",,256,NEE,"4,95",69-charger-ive-got-a-feelin-7-single,detail_status_not_ok,I've Got A Feelin',https://bobsvinyl.nl/products/69-charger-ive-got-a-feelin-7-single,https://bobsvinyl.nl/products/69-charger-ive-got-a-feelin-7-single
Abbey Lincoln,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps,2026-03-12 21:44:00,,ok,2LP,602445478934,264,JA,"42,95",abbey-lincoln-who-used-to-dance-2lp,secondhand,Who Used To Dance,https://bobsvinyl.nl/products/abbey-lincoln-who-used-to-dance-2lp,https://bobsvinyl.nl/products/abbey-lincoln-who-used-to-dance-2lp
Anderson East,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=5,2026-03-12 21:44:44,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,379,NEE,"28,95",anderson-east-maybe-we-never-die-lp,detail_status_not_ok,Maybe We Never Die,https://bobsvinyl.nl/products/anderson-east-maybe-we-never-die-lp,https://bobsvinyl.nl/products/anderson-east-maybe-we-never-die-lp
Anderson East,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=5,2026-03-12 21:44:44,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,380,NEE,"32,95",anderson-east-maybe-we-never-die-white-lp,detail_status_not_ok,Maybe We Never Die -White-,https://bobsvinyl.nl/products/anderson-east-maybe-we-never-die-white-lp,https://bobsvinyl.nl/products/anderson-east-maybe-we-never-die-white-lp
Angie Flare,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=5,2026-03-12 21:44:50,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,402,NEE,"9,95",angie-flare-with-the-car-running-ep,detail_status_not_ok,With The Car Running,https://bobsvinyl.nl/products/angie-flare-with-the-car-running-ep,https://bobsvinyl.nl/products/angie-flare-with-the-car-running-ep
Anne Soldaat,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=5,2026-03-12 21:44:53,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,409,NEE,"26,95",anne-soldaat-facts-fears-lp,detail_status_not_ok,Facts & Fears,https://bobsvinyl.nl/products/anne-soldaat-facts-fears-lp,https://bobsvinyl.nl/products/anne-soldaat-facts-fears-lp
Arab Strap,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=6,2026-03-12 21:45:00,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,424,NEE,"34,95",arab-strap-im-totally-fine-with-it-dont-give-a-fuck-anymore-lp,detail_status_not_ok,I'm Totally Fine With It Don't Give a Fuck Anymore,https://bobsvinyl.nl/products/arab-strap-im-totally-fine-with-it-dont-give-a-fuck-anymore-lp,https://bobsvinyl.nl/products/arab-strap-im-totally-fine-with-it-dont-give-a-fuck-anymore-lp
Birdy,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=11,2026-03-12 21:46:02,,ok,2LP,190295089603,608,JA,"28,95",birdy-young-heart-2lp,secondhand,Young Heart,https://bobsvinyl.nl/products/birdy-young-heart-2lp,https://bobsvinyl.nl/products/birdy-young-heart-2lp
Blue Stragglers,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=13,2026-03-12 21:46:31,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,662,NEE,"19,95",blue-stragglers-fools-errand-lp,detail_status_not_ok,Fool's Errand,https://bobsvinyl.nl/products/blue-stragglers-fools-errand-lp,https://bobsvinyl.nl/products/blue-stragglers-fools-errand-lp
Bruce Springsteen,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=16,2026-03-12 21:47:02,,ok,LP,0888750142719,770,JA,"29,95",bruce-springsteen-nebraska-lp,secondhand,Nebraska,https://bobsvinyl.nl/products/bruce-springsteen-nebraska-lp,https://bobsvinyl.nl/products/bruce-springsteen-nebraska-lp
Buddy Miller,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=17,2026-03-12 21:47:17,,ok,LP,607396512119,812,JA,"28,95",buddy-miller-cayamo-sessions-at-sea-lp,secondhand,Cayamo Sessions At Sea,https://bobsvinyl.nl/products/buddy-miller-cayamo-sessions-at-sea-lp,https://bobsvinyl.nl/products/buddy-miller-cayamo-sessions-at-sea-lp
Calvin Harris,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=18,2026-03-12 21:47:26,,ok,2LP,190758369211,834,JA,"24,95",calvin-harris-ready-for-the-weekend-2lp,secondhand,Ready For The Weekend,https://bobsvinyl.nl/products/calvin-harris-ready-for-the-weekend-2lp,https://bobsvinyl.nl/products/calvin-harris-ready-for-the-weekend-2lp
Candi Staton,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=18,2026-03-12 21:47:38,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,839,NEE,"36,95",candi-staton-candi-staton-lp,detail_status_not_ok,Candi Staton,https://bobsvinyl.nl/products/candi-staton-candi-staton-lp,https://bobsvinyl.nl/products/candi-staton-candi-staton-lp
Coheed and Cambria,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=22 | https://bobsvinyl.nl/collections/nieuwe-lps?page=22 | https://bobsvinyl.nl/collections/nieuwe-lps?page=21,2026-03-12 21:48:19,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,2LP,,958,NEE,"39,95",coheed-and-cambria-vaxis-ii-a-window-of-the-waking-mind-2lp,detail_status_not_ok,Vaxis Ii: a Window of the Waking Mind,https://bobsvinyl.nl/products/coheed-and-cambria-vaxis-ii-a-window-of-the-waking-mind-2lp,https://bobsvinyl.nl/products/coheed-and-cambria-vaxis-ii-a-window-of-the-waking-mind-2lp
Coliseum,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=22,2026-03-12 21:48:14,2e hands-vermelding gevonden; geen EAN zichtbaar,2e_hands_bevestigd,D10,,972,JA,"12,95",coliseum-parasites-ep-lp-d10,detail_status_not_ok,Parasites EP (LP),https://bobsvinyl.nl/products/coliseum-parasites-ep-lp-d10,https://bobsvinyl.nl/products/coliseum-parasites-ep-lp-d10
Damage,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=24 | https://bobsvinyl.nl/collections/nieuwe-lps?page=24 | https://bobsvinyl.nl/collections/nieuwe-lps?page=23,2026-03-12 21:48:41,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,1024,NEE,"19,95",damage-recorded-live-off-the-board-at-cbgb-rsd-2024-lp,detail_status_not_ok,Recorded Live Off The Board At CBGB (RSD 2024),https://bobsvinyl.nl/products/damage-recorded-live-off-the-board-at-cbgb-rsd-2024-lp,https://bobsvinyl.nl/products/damage-recorded-live-off-the-board-at-cbgb-rsd-2024-lp
Dark City,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=24,2026-03-12 21:48:42,2e hands-vermelding gevonden; geen EAN zichtbaar,2e_hands_bevestigd,,,1054,JA,"7,95",dark-city-dark-city-lp-f40,detail_status_not_ok,Dark City (LP) F40,https://bobsvinyl.nl/products/dark-city-dark-city-lp-f40,https://bobsvinyl.nl/products/dark-city-dark-city-lp-f40
Daryl Hall & John Oates,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=25 | https://bobsvinyl.nl/collections/nieuwe-lps?page=25 | https://bobsvinyl.nl/collections/nieuwe-lps?page=24,2026-03-12 21:48:53,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,2LP,,1058,NEE,"34,95",daryl-hall-john-oates-marigold-sky-2lp,detail_status_not_ok,Marigold Sky,https://bobsvinyl.nl/products/daryl-hall-john-oates-marigold-sky-2lp,https://bobsvinyl.nl/products/daryl-hall-john-oates-marigold-sky-2lp
David Olney & Anana Kaye,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=26 | https://bobsvinyl.nl/collections/nieuwe-lps?page=26 | https://bobsvinyl.nl/collections/nieuwe-lps?page=25,2026-03-12 21:48:55,,ok,LP,634457052796,1091,JA,"31,95",david-olney-anana-kaye-whispers-and-sighs-lp,secondhand,Whispers and Sighs,https://bobsvinyl.nl/products/david-olney-anana-kaye-whispers-and-sighs-lp,https://bobsvinyl.nl/products/david-olney-anana-kaye-whispers-and-sighs-lp
De Stekkers / E.T. Explore Me,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=26,2026-03-12 21:49:13,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,"7"" Single",,1119,NEE,"9,95",de-stekkers-e-t-explore-me-ass-voodoo-baby-jessie-7-single,detail_status_not_ok,Ass Voodoo Baby / Jessie,https://bobsvinyl.nl/products/de-stekkers-e-t-explore-me-ass-voodoo-baby-jessie-7-single,https://bobsvinyl.nl/products/de-stekkers-e-t-explore-me-ass-voodoo-baby-jessie-7-single
Edith Piaf,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=32 | https://bobsvinyl.nl/collections/nieuwe-lps?page=32 | https://bobsvinyl.nl/collections/nieuwe-lps?page=31,2026-03-12 21:50:09,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,1295,NEE,"34,95",edith-piaf-essential-lp,detail_status_not_ok,Essential,https://bobsvinyl.nl/products/edith-piaf-essential-lp,https://bobsvinyl.nl/products/edith-piaf-essential-lp
Elliott Smith,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=32,2026-03-12 21:50:13,,ok,2LP,0602557286441,1327,JA,"39,95",elliott-smith-figure-8-2lp,secondhand,Figure 8,https://bobsvinyl.nl/products/elliott-smith-figure-8-2lp,https://bobsvinyl.nl/products/elliott-smith-figure-8-2lp
Elton John,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=33 | https://bobsvinyl.nl/collections/nieuwe-lps?page=33 | https://bobsvinyl.nl/collections/nieuwe-lps?page=32,2026-03-12 21:50:14,,ok,LP,602445961610,1331,JA,"31,95",elton-john-breaking-hearts-lp,secondhand,Breaking Hearts,https://bobsvinyl.nl/products/elton-john-breaking-hearts-lp,https://bobsvinyl.nl/products/elton-john-breaking-hearts-lp
Evrin,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=35 | https://bobsvinyl.nl/collections/nieuwe-lps?page=35 | https://bobsvinyl.nl/collections/nieuwe-lps?page=34,2026-03-12 21:50:42,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,1396,NEE,"9,95",evrin-in-the-late-innings-lp,detail_status_not_ok,In The Late Innings,https://bobsvinyl.nl/products/evrin-in-the-late-innings-lp,https://bobsvinyl.nl/products/evrin-in-the-late-innings-lp
Fat Boys,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=35 | https://bobsvinyl.nl/collections/nieuwe-lps?page=35 | https://bobsvinyl.nl/collections/nieuwe-lps?page=34,2026-03-12 21:50:36,2e hands-vermelding gevonden; geen EAN zichtbaar,2e_hands_bevestigd,F60,,1408,JA,"9,95",fat-boys-big-beautiful-lp-f60,detail_status_not_ok,Big & Beautiful (LP),https://bobsvinyl.nl/products/fat-boys-big-beautiful-lp-f60,https://bobsvinyl.nl/products/fat-boys-big-beautiful-lp-f60
Fine Young Cannibals,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=35,2026-03-12 21:50:42,,ok,LP,5061017255314,1428,JA,"29,95",fine-young-cannibals-fyc-40-lp,secondhand,FYC 40,https://bobsvinyl.nl/products/fine-young-cannibals-fyc-40-lp,https://bobsvinyl.nl/products/fine-young-cannibals-fyc-40-lp
Flaming Ember,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=36 | https://bobsvinyl.nl/collections/nieuwe-lps?page=36 | https://bobsvinyl.nl/collections/nieuwe-lps?page=35,2026-03-12 21:50:45,2e hands-vermelding gevonden; geen EAN zichtbaar,2e_hands_bevestigd,,,1437,JA,"6,95",flaming-ember-westbound-9-lp-h70,detail_status_not_ok,Westbound #9 (LP) H70,https://bobsvinyl.nl/products/flaming-ember-westbound-9-lp-h70,https://bobsvinyl.nl/products/flaming-ember-westbound-9-lp-h70
Fleetwood Mac,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=36 | https://bobsvinyl.nl/collections/nieuwe-lps?page=36 | https://bobsvinyl.nl/collections/nieuwe-lps?page=35,2026-03-12 21:50:49,,ok,LP,0603497816163,1448,JA,"28,95",fleetwood-mac-rumours-lp,secondhand,Rumours,https://bobsvinyl.nl/products/fleetwood-mac-rumours-lp,https://bobsvinyl.nl/products/fleetwood-mac-rumours-lp
Fleur,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=36,2026-03-12 21:51:01,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,"7"" Single",,1454,NEE,"14,95",fleur-tu-es-un-etre-parfait-7-single,detail_status_not_ok,Tu Es Un Être Parfait,https://bobsvinyl.nl/products/fleur-tu-es-un-etre-parfait-7-single,https://bobsvinyl.nl/products/fleur-tu-es-un-etre-parfait-7-single
Ga Ga,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=39 | https://bobsvinyl.nl/collections/nieuwe-lps?page=39 | https://bobsvinyl.nl/collections/nieuwe-lps?page=38,2026-03-12 21:51:17,2e hands-vermelding gevonden; geen EAN zichtbaar,2e_hands_bevestigd,,,1532,JA,"7,95",ga-ga-ga-ga-lp-f30,detail_status_not_ok,Ga Ga (LP) F30,https://bobsvinyl.nl/products/ga-ga-ga-ga-lp-f30,https://bobsvinyl.nl/products/ga-ga-ga-ga-lp-f30
Gary Kemp,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=39 | https://bobsvinyl.nl/collections/nieuwe-lps?page=39 | https://bobsvinyl.nl/collections/nieuwe-lps?page=38,2026-03-12 21:51:22,2e hands-vermelding gevonden; geen EAN zichtbaar,2e_hands_bevestigd,K80,,1545,JA,"14,95",gary-kemp-insolo-lp-k80,detail_status_not_ok,Insolo (LP),https://bobsvinyl.nl/products/gary-kemp-insolo-lp-k80,https://bobsvinyl.nl/products/gary-kemp-insolo-lp-k80
George Harrison,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=40 | https://bobsvinyl.nl/collections/nieuwe-lps?page=40 | https://bobsvinyl.nl/collections/nieuwe-lps?page=39,2026-03-12 21:51:39,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,1571,NEE,"28,95",george-harrison-gone-troppo-lp,detail_status_not_ok,Gone Troppo,https://bobsvinyl.nl/products/george-harrison-gone-troppo-lp,https://bobsvinyl.nl/products/george-harrison-gone-troppo-lp
George Jones,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=40 | https://bobsvinyl.nl/collections/nieuwe-lps?page=40 | https://bobsvinyl.nl/collections/nieuwe-lps?page=39,2026-03-12 21:51:30,,ok,LP,84721400110,1572,JA,"26,95",george-jones-when-my-heart-hurts-no-more-lp,secondhand,When My Heart Hurts No More,https://bobsvinyl.nl/products/george-jones-when-my-heart-hurts-no-more-lp,https://bobsvinyl.nl/products/george-jones-when-my-heart-hurts-no-more-lp
Graham Nash,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=42 | https://bobsvinyl.nl/collections/nieuwe-lps?page=42 | https://bobsvinyl.nl/collections/nieuwe-lps?page=41,2026-03-12 21:51:54,,ok,2LP,805772062115,1645,JA,"34,95",graham-nash-live-2lp,secondhand,Live,https://bobsvinyl.nl/products/graham-nash-live-2lp,https://bobsvinyl.nl/products/graham-nash-live-2lp
Guns N' Roses,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=43 | https://bobsvinyl.nl/collections/nieuwe-lps?page=43 | https://bobsvinyl.nl/collections/nieuwe-lps?page=42,2026-03-12 21:52:04,,ok,4LP,0602475188629,1676,JA,"109,95",guns-n-roses-live-era-87-93-4lp,secondhand,Live Era '87-'93,https://bobsvinyl.nl/products/guns-n-roses-live-era-87-93-4lp,https://bobsvinyl.nl/products/guns-n-roses-live-era-87-93-4lp
Israel Nash Gripka,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=47 | https://bobsvinyl.nl/collections/nieuwe-lps?page=47 | https://bobsvinyl.nl/collections/nieuwe-lps?page=46,2026-03-12 21:53:05,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,1833,NEE,"24,95",israel-nash-gripka-2011-barn-doors-spring-tour-live-in-holland-lp,detail_status_not_ok,"2011 Barn Doors Spring Tour, Live In Holland",https://bobsvinyl.nl/products/israel-nash-gripka-2011-barn-doors-spring-tour-live-in-holland-lp,https://bobsvinyl.nl/products/israel-nash-gripka-2011-barn-doors-spring-tour-live-in-holland-lp
J.P. Harris,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=48 | https://bobsvinyl.nl/collections/nieuwe-lps?page=48 | https://bobsvinyl.nl/collections/nieuwe-lps?page=47,2026-03-12 21:52:59,,ok,LP,877746010217,1844,JA,"26,95",j-p-harris-dont-you-marry-no-railroad-man-lp,secondhand,Don't You Marry No Railroad Man,https://bobsvinyl.nl/products/j-p-harris-dont-you-marry-no-railroad-man-lp,https://bobsvinyl.nl/products/j-p-harris-dont-you-marry-no-railroad-man-lp
Jaco Pastorius,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=48,2026-03-12 21:53:07,,ok,LP,8713748980467,1859,JA,"29,95",jaco-pastorius-jaco-pastorius-lp,secondhand,Jaco Pastorius,https://bobsvinyl.nl/products/jaco-pastorius-jaco-pastorius-lp,https://bobsvinyl.nl/products/jaco-pastorius-jaco-pastorius-lp
James Blunt,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=49 | https://bobsvinyl.nl/collections/nieuwe-lps?page=49 | https://bobsvinyl.nl/collections/nieuwe-lps?page=48,2026-03-12 21:53:15,,ok,LP,5054197707513,1882,JA,"29,95",james-blunt-who-we-used-to-be-lp,secondhand,Who We Used To Be,https://bobsvinyl.nl/products/james-blunt-who-we-used-to-be-lp,https://bobsvinyl.nl/products/james-blunt-who-we-used-to-be-lp
Jessie Ware,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=51 | https://bobsvinyl.nl/collections/nieuwe-lps?page=51 | https://bobsvinyl.nl/collections/nieuwe-lps?page=50,2026-03-12 21:53:35,,ok,LP,0199957299848,1940,JA,"34,95",jessie-ware-superbloom-lp,secondhand,Superbloom,https://bobsvinyl.nl/products/jessie-ware-superbloom-lp,https://bobsvinyl.nl/products/jessie-ware-superbloom-lp
