artist,bron_collectie,bron_listing_urls,detail_checked_at,detail_opmerking,detail_status,drager,ean,line_number,mogelijk_2e_hands,prijs,product_handle,reason,title,url,url_listing
Jimmy Diamond,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=51 | https://bobsvinyl.nl/collections/nieuwe-lps?page=51 | https://bobsvinyl.nl/collections/nieuwe-lps?page=50,2026-03-12 21:53:42,,ok,LP,8714374546690,1962,JA,"19,95",jimmy-diamond-you-radiate-lp,secondhand,You Radiate,https://bobsvinyl.nl/products/jimmy-diamond-you-radiate-lp,https://bobsvinyl.nl/products/jimmy-diamond-you-radiate-lp
John Coltrane,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=52 | https://bobsvinyl.nl/collections/nieuwe-lps?page=52 | https://bobsvinyl.nl/collections/nieuwe-lps?page=51,2026-03-12 21:54:06,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,2005,NEE,"34,95",john-coltrane-ole-coltrane-lp,detail_status_not_ok,Ole Coltrane,https://bobsvinyl.nl/products/john-coltrane-ole-coltrane-lp,https://bobsvinyl.nl/products/john-coltrane-ole-coltrane-lp
Joyce Manor,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=54,2026-03-12 21:54:22,,ok,LP,8714092805710,2072,JA,"29,95",joyce-manor-i-used-to-go-to-this-bar-lp,secondhand,I Used To Go To This Bar,https://bobsvinyl.nl/products/joyce-manor-i-used-to-go-to-this-bar-lp,https://bobsvinyl.nl/products/joyce-manor-i-used-to-go-to-this-bar-lp
Kathleen Willems,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=56 | https://bobsvinyl.nl/collections/nieuwe-lps?page=56 | https://bobsvinyl.nl/collections/nieuwe-lps?page=55,2026-03-12 21:54:52,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,2137,NEE,"9,95",kathleen-willems-through-the-heart-lp,detail_status_not_ok,Through The Heart,https://bobsvinyl.nl/products/kathleen-willems-through-the-heart-lp,https://bobsvinyl.nl/products/kathleen-willems-through-the-heart-lp
Kieff,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=58 | https://bobsvinyl.nl/collections/nieuwe-lps?page=58 | https://bobsvinyl.nl/collections/nieuwe-lps?page=57,2026-03-12 21:55:11,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,2195,NEE,"19,95",kieff-kieff-lp,detail_status_not_ok,Kieff,https://bobsvinyl.nl/products/kieff-kieff-lp,https://bobsvinyl.nl/products/kieff-kieff-lp
King Eric & His Knights,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=58 | https://bobsvinyl.nl/collections/nieuwe-lps?page=58 | https://bobsvinyl.nl/collections/nieuwe-lps?page=57,2026-03-12 21:55:05,2e hands-vermelding gevonden; geen EAN zichtbaar,2e_hands_bevestigd,,,2204,JA,"7,95",king-eric-his-knights-island-boy-lp-m30,detail_status_not_ok,Island Boy (LP) M30,https://bobsvinyl.nl/products/king-eric-his-knights-island-boy-lp-m30,https://bobsvinyl.nl/products/king-eric-his-knights-island-boy-lp-m30
Last Shadow Puppets,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=61 | https://bobsvinyl.nl/collections/nieuwe-lps?page=61 | https://bobsvinyl.nl/collections/nieuwe-lps?page=60,2026-03-12 21:55:33,,ok,LP,0887828037117,2283,JA,"32,95",last-shadow-puppets-everything-youve-come-to-expect-lp,secondhand,Everything You've Come To Expect,https://bobsvinyl.nl/products/last-shadow-puppets-everything-youve-come-to-expect-lp,https://bobsvinyl.nl/products/last-shadow-puppets-everything-youve-come-to-expect-lp
Lauryn Hill,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=61 | https://bobsvinyl.nl/collections/nieuwe-lps?page=61 | https://bobsvinyl.nl/collections/nieuwe-lps?page=60,2026-03-12 21:55:37,,ok,2LP,0888751942219,2298,JA,"32,95",lauryn-hill-the-miseducation-of-lauryn-hill-lp,secondhand,The Miseducation of Lauryn Hill,https://bobsvinyl.nl/products/lauryn-hill-the-miseducation-of-lauryn-hill-lp,https://bobsvinyl.nl/products/lauryn-hill-the-miseducation-of-lauryn-hill-lp
Louis XIV,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=64 | https://bobsvinyl.nl/collections/nieuwe-lps?page=64 | https://bobsvinyl.nl/collections/nieuwe-lps?page=63,2026-03-12 21:56:12,,ok,LP,8719262026117,2406,JA,"16,95",louis-xiv-slick-dogs-and-ponies-lp,secondhand,Slick Dogs and Ponies,https://bobsvinyl.nl/products/louis-xiv-slick-dogs-and-ponies-lp,https://bobsvinyl.nl/products/louis-xiv-slick-dogs-and-ponies-lp
Madi Diaz,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=66 | https://bobsvinyl.nl/collections/nieuwe-lps?page=66 | https://bobsvinyl.nl/collections/nieuwe-lps?page=65,2026-03-12 21:56:36,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,2453,NEE,"32,95",madi-diaz-weird-faithlp,detail_status_not_ok,Weird Faith,https://bobsvinyl.nl/products/madi-diaz-weird-faithlp,https://bobsvinyl.nl/products/madi-diaz-weird-faithlp
Manana Couch,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=66 | https://bobsvinyl.nl/collections/nieuwe-lps?page=66 | https://bobsvinyl.nl/collections/nieuwe-lps?page=65,2026-03-12 21:56:46,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,2484,NEE,"9,95",manana-couch-brooklyn-dirt-lp,detail_status_not_ok,Brooklyn Dirt,https://bobsvinyl.nl/products/manana-couch-brooklyn-dirt-lp,https://bobsvinyl.nl/products/manana-couch-brooklyn-dirt-lp
Margo Price,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=67 | https://bobsvinyl.nl/collections/nieuwe-lps?page=67 | https://bobsvinyl.nl/collections/nieuwe-lps?page=66,2026-03-12 21:56:46,,ok,LP,0888072711334,2509,JA,"34,95",margo-price-hard-headed-woman-lp,secondhand,Hard Headed Woman,https://bobsvinyl.nl/products/margo-price-hard-headed-woman-lp,https://bobsvinyl.nl/products/margo-price-hard-headed-woman-lp
Mark Lada,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=68 | https://bobsvinyl.nl/collections/nieuwe-lps?page=68 | https://bobsvinyl.nl/collections/nieuwe-lps?page=67,2026-03-12 21:57:01,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,2531,NEE,"9,95",mark-lada-mark-ladas-golden-arches-lp,detail_status_not_ok,Mark Lada's Golden Arches,https://bobsvinyl.nl/products/mark-lada-mark-ladas-golden-arches-lp,https://bobsvinyl.nl/products/mark-lada-mark-ladas-golden-arches-lp
Mathilde Fernandez,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=69 | https://bobsvinyl.nl/collections/nieuwe-lps?page=69 | https://bobsvinyl.nl/collections/nieuwe-lps?page=68,2026-03-12 21:57:09,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,2553,NEE,"39,95",mathilde-fernandez-final-vegas-lp,detail_status_not_ok,Final Vegas,https://bobsvinyl.nl/products/mathilde-fernandez-final-vegas-lp,https://bobsvinyl.nl/products/mathilde-fernandez-final-vegas-lp
Mickey Newbury,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=71 | https://bobsvinyl.nl/collections/nieuwe-lps?page=71 | https://bobsvinyl.nl/collections/nieuwe-lps?page=70,2026-03-12 21:57:32,,ok,LP,0767981186115,2647,JA,"26,95",mickey-newbury-frisco-mabel-joy-lp,secondhand,'Frisco Mabel Joy,https://bobsvinyl.nl/products/mickey-newbury-frisco-mabel-joy-lp,https://bobsvinyl.nl/products/mickey-newbury-frisco-mabel-joy-lp
Mighty Sparrow With Byron Lee And The Dragonaires,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=72 | https://bobsvinyl.nl/collections/nieuwe-lps?page=72 | https://bobsvinyl.nl/collections/nieuwe-lps?page=71,2026-03-12 21:57:33,2e hands-vermelding gevonden; geen EAN zichtbaar,2e_hands_bevestigd,,,2652,JA,"8,95",mighty-sparrow-with-byron-lee-and-the-dragonaires-sparrow-meets-the-dragon-lp-m70,detail_status_not_ok,Sparrow Meets The Dragon (LP) M70,https://bobsvinyl.nl/products/mighty-sparrow-with-byron-lee-and-the-dragonaires-sparrow-meets-the-dragon-lp-m70,https://bobsvinyl.nl/products/mighty-sparrow-with-byron-lee-and-the-dragonaires-sparrow-meets-the-dragon-lp-m70
Morgan Wade,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=73 | https://bobsvinyl.nl/collections/nieuwe-lps?page=73 | https://bobsvinyl.nl/collections/nieuwe-lps?page=72,2026-03-12 21:57:53,,ok,2LP,0196588948213,2714,JA,"39,95",morgan-wade-obsessed-2lp,secondhand,Obsessed,https://bobsvinyl.nl/products/morgan-wade-obsessed-2lp,https://bobsvinyl.nl/products/morgan-wade-obsessed-2lp
Nathaniel Rateliff & The Night Sweats,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=76 | https://bobsvinyl.nl/collections/nieuwe-lps?page=76 | https://bobsvinyl.nl/collections/nieuwe-lps?page=75,2026-03-12 21:58:19,,ok,LP,888072597082,2793,JA,"39,95",nathaniel-rateliff-the-night-sweats-south-of-here-lp,secondhand,South of Here,https://bobsvinyl.nl/products/nathaniel-rateliff-the-night-sweats-south-of-here-lp,https://bobsvinyl.nl/products/nathaniel-rateliff-the-night-sweats-south-of-here-lp
Noga Ritter,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=78 | https://bobsvinyl.nl/collections/nieuwe-lps?page=78 | https://bobsvinyl.nl/collections/nieuwe-lps?page=77,2026-03-12 21:58:54,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,2871,NEE,"32,95",noga-ritter-ima-lp,detail_status_not_ok,Ima,https://bobsvinyl.nl/products/noga-ritter-ima-lp,https://bobsvinyl.nl/products/noga-ritter-ima-lp
Omer Klein,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=80 | https://bobsvinyl.nl/collections/nieuwe-lps?page=80 | https://bobsvinyl.nl/collections/nieuwe-lps?page=78,2026-03-12 21:59:03,2e hands-vermelding gevonden; geen EAN zichtbaar,2e_hands_bevestigd,D40,,2927,JA,"24,95",omer-klein-sleepwalkers-2lp-d40,detail_status_not_ok,Sleepwalkers (2LP),https://bobsvinyl.nl/products/omer-klein-sleepwalkers-2lp-d40,https://bobsvinyl.nl/products/omer-klein-sleepwalkers-2lp-d40
Oscar Peterson,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=80 | https://bobsvinyl.nl/collections/nieuwe-lps?page=80 | https://bobsvinyl.nl/collections/nieuwe-lps?page=79,2026-03-12 21:59:08,,ok,LP,8436563186400,2944,JA,"19,95",oscar-peterson-night-train-lp,secondhand,Night Train,https://bobsvinyl.nl/products/oscar-peterson-night-train-lp,https://bobsvinyl.nl/products/oscar-peterson-night-train-lp
Paul Birchwood,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=83 | https://bobsvinyl.nl/collections/nieuwe-lps?page=83 | https://bobsvinyl.nl/collections/nieuwe-lps?page=82,2026-03-12 21:59:50,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,3044,NEE,"16,95",paul-birchwood-done-so-will-it-be-lp,detail_status_not_ok,Done! So Will It Be...,https://bobsvinyl.nl/products/paul-birchwood-done-so-will-it-be-lp,https://bobsvinyl.nl/products/paul-birchwood-done-so-will-it-be-lp
PIZZA KNIFE,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=85 | https://bobsvinyl.nl/collections/nieuwe-lps?page=85 | https://bobsvinyl.nl/collections/nieuwe-lps?page=84,2026-03-12 22:00:13,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,3112,NEE,"19,95",pizza-knife-magnet-people-lp,detail_status_not_ok,Magnet People,https://bobsvinyl.nl/products/pizza-knife-magnet-people-lp,https://bobsvinyl.nl/products/pizza-knife-magnet-people-lp
Primal Scream,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=86 | https://bobsvinyl.nl/collections/nieuwe-lps?page=86 | https://bobsvinyl.nl/collections/nieuwe-lps?page=85,2026-03-12 22:00:27,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,3155,NEE,"29,95",primal-scream-live-at-levitation-lp,detail_status_not_ok,Live At Levitation,https://bobsvinyl.nl/products/primal-scream-live-at-levitation-lp,https://bobsvinyl.nl/products/primal-scream-live-at-levitation-lp
Ro-D-Ys,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=90 | https://bobsvinyl.nl/collections/nieuwe-lps?page=90 | https://bobsvinyl.nl/collections/nieuwe-lps?page=89,2026-03-12 22:01:13,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,3297,NEE,"24,95",ro-d-ys-earnest-vocation-lp,detail_status_not_ok,Earnest Vocation,https://bobsvinyl.nl/products/ro-d-ys-earnest-vocation-lp,https://bobsvinyl.nl/products/ro-d-ys-earnest-vocation-lp
Ruben Hein,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=93 | https://bobsvinyl.nl/collections/nieuwe-lps?page=93 | https://bobsvinyl.nl/collections/nieuwe-lps?page=91,2026-03-12 22:01:41,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,3376,NEE,"28,95",ruben-hein-oceans-lp,detail_status_not_ok,Oceans,https://bobsvinyl.nl/products/ruben-hein-oceans-lp,https://bobsvinyl.nl/products/ruben-hein-oceans-lp
Ry Cooder,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=93 | https://bobsvinyl.nl/collections/nieuwe-lps?page=93 | https://bobsvinyl.nl/collections/nieuwe-lps?page=92,2026-03-12 22:01:36,2e hands-vermelding gevonden; geen EAN zichtbaar,2e_hands_bevestigd,C30,,3389,JA,"12,95",ry-cooder-the-long-riders-original-sound-track-lp-c30,detail_status_not_ok,The Long Riders (Original Sound Track) (LP),https://bobsvinyl.nl/products/ry-cooder-the-long-riders-original-sound-track-lp-c30,https://bobsvinyl.nl/products/ry-cooder-the-long-riders-original-sound-track-lp-c30
Sarah Vaughan,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=94 | https://bobsvinyl.nl/collections/nieuwe-lps?page=94 | https://bobsvinyl.nl/collections/nieuwe-lps?page=93,2026-03-12 22:01:53,2e hands-vermelding gevonden; geen EAN zichtbaar,2e_hands_bevestigd,A50,,3438,JA,"14,95",sarah-vaughan-greatest-hits-lp-a50,detail_status_not_ok,Greatest Hits (LP),https://bobsvinyl.nl/products/sarah-vaughan-greatest-hits-lp-a50,https://bobsvinyl.nl/products/sarah-vaughan-greatest-hits-lp-a50
Sem Jansen,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=95 | https://bobsvinyl.nl/collections/nieuwe-lps?page=95 | https://bobsvinyl.nl/collections/nieuwe-lps?page=94,2026-03-12 22:02:12,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,3467,NEE,"26,95",sem-jansen-uncle-sem-lp,detail_status_not_ok,Uncle Sem,https://bobsvinyl.nl/products/sem-jansen-uncle-sem-lp,https://bobsvinyl.nl/products/sem-jansen-uncle-sem-lp
Sheryl Crow,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=96 | https://bobsvinyl.nl/collections/nieuwe-lps?page=96 | https://bobsvinyl.nl/collections/nieuwe-lps?page=95,2026-03-12 22:02:14,,ok,LP,602458433111,3499,JA,"34,95",sheryl-crow-tuesday-night-music-club-lp,secondhand,Tuesday Night Music Club,https://bobsvinyl.nl/products/sheryl-crow-tuesday-night-music-club-lp,https://bobsvinyl.nl/products/sheryl-crow-tuesday-night-music-club-lp
Split Image – Before The Blitzkrieg,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=100 | https://bobsvinyl.nl/collections/nieuwe-lps?page=100 | https://bobsvinyl.nl/collections/nieuwe-lps?page=98,2026-03-12 22:03:04,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,3620,NEE,"16,95",split-image-before-the-blitzkrieg-the-archives-vol-three-lp,detail_status_not_ok,The Archives Vol Three,https://bobsvinyl.nl/products/split-image-before-the-blitzkrieg-the-archives-vol-three-lp,https://bobsvinyl.nl/products/split-image-before-the-blitzkrieg-the-archives-vol-three-lp
Stevie Ray Vaughan & Double Trouble,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=101,2026-03-12 22:03:13,,ok,2LP,0889853577514,3675,JA,"32,95",stevie-ray-vaughan-double-trouble-the-essential-stevie-ray-vaughan-and-double-trouble-2lp,secondhand,The Essential Stevie Ray Vaughan and Double Trouble,https://bobsvinyl.nl/products/stevie-ray-vaughan-double-trouble-the-essential-stevie-ray-vaughan-and-double-trouble-2lp,https://bobsvinyl.nl/products/stevie-ray-vaughan-double-trouble-the-essential-stevie-ray-vaughan-and-double-trouble-2lp
Swell Season,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=103 | https://bobsvinyl.nl/collections/nieuwe-lps?page=103 | https://bobsvinyl.nl/collections/nieuwe-lps?page=102,2026-03-12 22:03:34,,ok,LP,0198715101577,3741,JA,"32,95",swell-season-forward-lp,secondhand,Forward,https://bobsvinyl.nl/products/swell-season-forward-lp,https://bobsvinyl.nl/products/swell-season-forward-lp
SZA,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=103 | https://bobsvinyl.nl/collections/nieuwe-lps?page=103 | https://bobsvinyl.nl/collections/nieuwe-lps?page=102,2026-03-12 22:03:37,,ok,2LP,0196587792114,3748,JA,"32,95",sza-sos-2lp,secondhand,SOS,https://bobsvinyl.nl/products/sza-sos-2lp,https://bobsvinyl.nl/products/sza-sos-2lp
SZA,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=103 | https://bobsvinyl.nl/collections/nieuwe-lps?page=103 | https://bobsvinyl.nl/collections/nieuwe-lps?page=102,2026-03-12 22:03:38,,ok,4LP,0198028920117,3749,JA,"79,95",sza-sos-deluxe-lana-4lp,secondhand,SOS Deluxe: Lana,https://bobsvinyl.nl/products/sza-sos-deluxe-lana-4lp,https://bobsvinyl.nl/products/sza-sos-deluxe-lana-4lp
The Clear,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=107 | https://bobsvinyl.nl/collections/nieuwe-lps?page=107 | https://bobsvinyl.nl/collections/nieuwe-lps?page=105,2026-03-12 22:04:11,2e hands-vermelding gevonden; geen EAN zichtbaar,2e_hands_bevestigd,,,3859,JA,"19,95",the-clear-fill-it-in-your-self-lp-a10,detail_status_not_ok,Fill It In Your Self (LP) A10,https://bobsvinyl.nl/products/the-clear-fill-it-in-your-self-lp-a10,https://bobsvinyl.nl/products/the-clear-fill-it-in-your-self-lp-a10
The Jack Bennies,nieuwe-lps,https://bobsvinyl.nl/collections/nieuwe-lps?page=108 | https://bobsvinyl.nl/collections/nieuwe-lps?page=108 | https://bobsvinyl.nl/collections/nieuwe-lps?page=107,2026-03-12 22:04:37,"poging 3/3: valide productpagina, maar geen EAN gevonden",geen_ean_na_retries,LP,,3915,NEE,"9,95",the-jack-bennies-evil-gain-ep-lp,detail_status_not_ok,Evil Gain EP,https://bobsvinyl.nl/products/the-jack-bennies-evil-gain-ep-lp,https://bobsvinyl.nl/products/the-jack-bennies-evil-gain-ep-lp
